preco,endereco,bairro,zona_urbana,qt_casas_bairro,tipo_de_imovel,numero_de_quartos,numero_de_banheiros,numero_de_vagas,area_do_terreno,tamanho_da_construcao,distancia_centro_urbano,data_de_venda
1345000.0,30 Rowena Pde,Richmond,NorteMetrop,14949.0,casa,3,1.0,1.0,209.0,128.0,2.6,2016-06-27
410000.0,201/61 Stawell St,Richmond,NorteMetrop,14949.0,apartamento,1,1.0,1.0,0.0,60.0,2.6,2016-06-27
696000.0,3/61 Stawell St,Richmond,NorteMetrop,14949.0,apartamento,2,2.0,1.0,0.0,68.0,2.6,2016-06-27
1350000.0,5 Birch Sq,Richmond,NorteMetrop,14949.0,casa,3,2.0,2.0,133.0,174.0,2.6,2016-11-27
,113 Buckingham St,Richmond,NorteMetrop,14949.0,casa,3,1.0,2.0,403.0,105.0,2.6,2016-11-27
1405000.0,4 Burgess St,Richmond,NorteMetrop,14949.0,casa,3,1.0,2.0,212.0,,2.6,2016-11-27
362000.0,601/10 Burnley St,Richmond,NorteMetrop,14949.0,apartamento,1,1.0,1.0,0.0,,2.6,2016-11-27
760000.0,408/633 Church St,Richmond,NorteMetrop,14949.0,apartamento,2,1.0,1.0,0.0,,2.6,2016-11-27
807000.0,5/10 Elaine Ct,Richmond,NorteMetrop,14949.0,apartamento,2,2.0,2.0,0.0,106.0,2.6,2016-11-27
1495000.0,1 Hodgson Tce,Richmond,NorteMetrop,14949.0,casa,3,2.0,1.0,159.0,,2.6,2016-11-27
1410000.0,9 Hosie St,Richmond,NorteMetrop,14949.0,casa,3,1.0,0.0,224.0,,2.6,2016-11-27
385000.0,104/8 Howard St,Richmond,NorteMetrop,14949.0,apartamento,1,1.0,1.0,0.0,50.0,2.6,2016-11-27
1150000.0,52 Hunter St,Richmond,NorteMetrop,14949.0,casa,2,1.0,0.0,156.0,80.0,2.6,2016-11-27
1400000.0,3 Longfield St,Richmond,NorteMetrop,14949.0,casa,3,1.0,2.0,0.0,,2.6,2016-11-27
1775000.0,25 Palmer St,Richmond,NorteMetrop,14949.0,casa,4,1.0,0.0,434.0,144.0,2.6,2016-11-27
360000.0,4/199 Punt Rd,Richmond,NorteMetrop,14949.0,apartamento,1,1.0,1.0,1332.0,,2.6,2016-11-27
1270000.0,43 Type St,Richmond,NorteMetrop,14949.0,casa,3,1.0,1.0,152.0,92.0,2.6,2016-11-27
827500.0,50 Canterbury St,Richmond,NorteMetrop,14949.0,casa,2,1.0,0.0,127.0,72.0,2.6,2016-05-28
,37 Cutter St,Richmond,NorteMetrop,14949.0,casa,3,,,,,2.6,2016-05-28
1500000.0,183 Mary St,Richmond,NorteMetrop,14949.0,casa,4,2.0,1.0,162.0,89.0,2.6,2016-05-28
560000.0,153/73 River St,Richmond,NorteMetrop,14949.0,apartamento,2,2.0,1.0,0.0,70.0,2.6,2016-05-28
,7/1 Victoria Pl,Richmond,NorteMetrop,14949.0,apartamento,3,2.0,1.0,0.0,90.0,2.6,2016-05-28
1165000.0,21 Crown St,Richmond,NorteMetrop,14949.0,casa,3,1.0,1.0,167.0,170.0,2.6,2016-08-28
,18a Goodwood St,Richmond,NorteMetrop,14949.0,casa,3,2.0,2.0,213.0,125.0,2.6,2016-08-28
790000.0,219/6 Lord St,Richmond,NorteMetrop,14949.0,apartamento,2,2.0,1.0,0.0,91.0,2.6,2016-08-28
870000.0,2 Peers St,Richmond,NorteMetrop,14949.0,casa,2,1.0,1.0,100.0,,2.6,2016-08-28
1185000.0,29a Abinger St,Richmond,NorteMetrop,14949.0,casa,3,2.0,1.0,135.0,,2.6,2016-07-30
,6/183 Coppin St,Richmond,NorteMetrop,14949.0,apartamento,1,1.0,1.0,0.0,35.0,2.6,2016-07-30
1212500.0,20 Lincoln St,Richmond,NorteMetrop,14949.0,casa,4,3.0,2.0,108.0,108.0,2.6,2016-07-30
1125000.0,24 The Crofts,Richmond,NorteMetrop,14949.0,casa,2,1.0,0.0,103.0,74.0,2.6,2016-07-30
1520000.0,5 Union St,Richmond,NorteMetrop,14949.0,casa,3,1.0,2.0,248.0,100.0,2.6,2016-07-30
,166 Bellevue Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-09-03
,20 Douglas St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,1.0,754.0,,11.4,2016-09-03
1101500.0,20 Rowell St,Rosanna,LesteMetrop,3540.0,casa,5,2.0,1.0,629.0,207.0,11.4,2016-09-03
960000.0,20 Jones Cr,Rosanna,LesteMetrop,3540.0,casa,4,,,,,11.4,2016-12-03
,7 Silk St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,1.0,691.0,,11.4,2016-12-03
,37 Station Rd,Rosanna,LesteMetrop,3540.0,casa,3,2.0,2.0,720.0,175.0,11.4,2016-12-03
,2/43 Station Rd,Rosanna,LesteMetrop,3540.0,casa,3,2.0,2.0,347.0,182.0,11.4,2016-12-03
1040000.0,36 Victoria Av,Rosanna,LesteMetrop,3540.0,casa,4,,,,,11.4,2017-03-04
765000.0,28a Brassey Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-06-04
971000.0,21 Darvall St,Rosanna,LesteMetrop,3540.0,casa,2,1.0,1.0,608.0,,11.4,2016-06-04
830000.0,9 Jolliffe Cr,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-06-04
,2/191 Mountain View Pde,Rosanna,LesteMetrop,3540.0,apartamento,3,1.0,2.0,344.0,117.0,11.4,2016-08-06
1215000.0,39 Alfreda Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-05-07
800000.0,2/24 Arden Cr,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-05-07
1020000.0,101 Ellesmere Pde,Rosanna,LesteMetrop,3540.0,casa,4,2.0,2.0,843.0,181.0,11.4,2016-05-07
560000.0,2/236 Lower Plenty Rd,Rosanna,LesteMetrop,3540.0,apartamento,3,1.0,1.0,213.0,112.0,11.4,2016-05-07
1050000.0,21 Ruthven St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,1016.0,205.0,11.4,2016-05-07
650000.0,1/23 Ruthven St,Rosanna,LesteMetrop,3540.0,t,3,,,,,11.4,2016-11-07
,98 Waiora Rd,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,803.0,,11.4,2016-11-07
1155000.0,48 Grove Rd,Rosanna,LesteMetrop,3540.0,casa,3,2.0,1.0,608.0,,11.4,2016-09-10
915000.0,2 Leon Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-09-10
531000.0,16/77 St James Rd,Rosanna,LesteMetrop,3540.0,t,2,1.0,1.0,83.0,89.0,11.4,2016-09-10
1050000.0,2 Millicent St,Rosanna,LesteMetrop,3540.0,casa,4,,,,,11.4,2016-12-10
,126 Rosanna Rd,Rosanna,LesteMetrop,3540.0,casa,3,1.0,0.0,714.0,,11.4,2016-12-10
620000.0,166 Rosanna Rd,Rosanna,LesteMetrop,3540.0,casa,3,1.0,0.0,454.0,134.0,11.4,2016-12-10
780000.0,70 McCrae Rd,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,627.0,154.0,11.4,2017-02-11
,139 Ellesmere Pde,Rosanna,LesteMetrop,3540.0,casa,4,1.0,3.0,987.0,178.0,11.4,2016-11-12
1051000.0,11 Thomson Dr,Rosanna,LesteMetrop,3540.0,casa,4,2.0,2.0,651.0,,11.4,2016-11-12
2530000.0,1 Hillside Rd,Rosanna,LesteMetrop,3540.0,casa,5,3.0,1.0,1850.0,,11.4,2016-08-13
720000.0,1/249 Lower Plenty Rd,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,604.0,,11.4,2016-08-13
,3/9 Ellesmere Pde,Rosanna,LesteMetrop,3540.0,apartamento,3,2.0,2.0,261.0,,11.4,2016-05-14
633000.0,5/37 Grandview Gr,Rosanna,LesteMetrop,3540.0,apartamento,2,1.0,1.0,210.0,,11.4,2016-05-14
,109 Hodgson St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,671.0,133.0,11.4,2016-05-14
825000.0,36 Jones Cr,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-05-14
725000.0,1/241 Lower Plenty Rd,Rosanna,LesteMetrop,3540.0,casa,2,2.0,2.0,336.0,,11.4,2016-05-14
821000.0,1/73 Lower Plenty Rd,Rosanna,LesteMetrop,3540.0,casa,4,1.0,2.0,403.0,148.0,11.4,2016-05-14
915000.0,3/9 Mountain View Pde,Rosanna,LesteMetrop,3540.0,casa,4,3.0,2.0,0.0,185.0,11.4,2016-05-14
600000.0,3/201 Rosanna Rd,Rosanna,LesteMetrop,3540.0,apartamento,3,2.0,2.0,169.0,,11.4,2016-05-14
890000.0,27 Thomson Dr,Rosanna,LesteMetrop,3540.0,casa,4,3.0,2.0,583.0,182.0,11.4,2016-05-14
,4/49 Bellevue Av,Rosanna,LesteMetrop,3540.0,apartamento,2,,,,,11.4,2016-10-15
695000.0,1/75 Ellesmere Pde,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-10-15
1245000.0,180 Grandview Gr,Rosanna,LesteMetrop,3540.0,casa,6,3.0,4.0,911.0,,11.4,2016-04-16
430000.0,11/77 McCrae Rd,Rosanna,LesteMetrop,3540.0,casa,2,1.0,1.0,164.0,83.0,11.4,2016-04-16
980000.0,28 Stanton Cr,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-04-16
860000.0,68 Finlayson St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,583.0,,11.4,2016-07-16
1012000.0,51 Davies St,Rosanna,LesteMetrop,3540.0,casa,3,2.0,1.0,323.0,142.0,11.4,2016-09-17
1020000.0,109 Ellesmere Pde,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,927.0,141.0,11.4,2016-09-17
635000.0,3/81 Lower Plenty Rd,Rosanna,LesteMetrop,3540.0,apartamento,2,1.0,1.0,203.0,,11.4,2017-03-18
515000.0,13/77 St James Rd,Rosanna,LesteMetrop,3540.0,t,2,1.0,1.0,73.0,,11.4,2017-03-18
,41 Victoria Av,Rosanna,LesteMetrop,3540.0,casa,4,,,,,11.4,2017-03-18
730000.0,1/88 Grandview Gr,Rosanna,LesteMetrop,3540.0,apartamento,4,,,,,11.4,2016-06-18
1610000.0,206 Waiora Rd,Rosanna,LesteMetrop,3540.0,casa,4,1.0,4.0,1613.0,,11.4,2016-06-18
1200000.0,22 Douglas St,Rosanna,LesteMetrop,3540.0,casa,2,1.0,1.0,757.0,,11.4,2016-11-19
,23 Douglas St,Rosanna,LesteMetrop,3540.0,casa,3,2.0,2.0,774.0,,11.4,2016-11-19
,3 Alfreda Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-05-22
1270000.0,54 Grove Rd,Rosanna,LesteMetrop,3540.0,casa,4,2.0,4.0,604.0,230.0,11.4,2016-05-22
,22 McAuley Dr,Rosanna,LesteMetrop,3540.0,casa,4,3.0,2.0,705.0,,11.4,2016-05-22
,40 Station Rd,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,696.0,,11.4,2016-05-22
870000.0,43 Brassey Av,Rosanna,LesteMetrop,3540.0,casa,4,,,,,11.4,2016-08-22
1200000.0,155 Bellevue Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-09-24
,143 Beverley Rd,Rosanna,LesteMetrop,3540.0,casa,4,2.0,2.0,589.0,223.0,11.4,2016-09-24
892500.0,7 Braeside Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-09-24
515000.0,9 Greensborough Rd,Rosanna,LesteMetrop,3540.0,casa,3,2.0,1.0,606.0,99.0,11.4,2016-09-24
780000.0,4/37 Grandview Gr,Rosanna,LesteMetrop,3540.0,apartamento,3,1.0,2.0,239.0,,11.4,2017-02-25
1000000.0,10 Stokes St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,1.0,826.0,,11.4,2017-02-25
867000.0,1/8 Stokes St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,1.0,355.0,51.0,11.4,2017-02-25
945000.0,14 Invermay Gr,Rosanna,LesteMetrop,3540.0,casa,3,1.0,1.0,625.0,135.0,11.4,2016-07-26
887500.0,1/43 Ellesmere Pde,Rosanna,LesteMetrop,3540.0,t,3,,,,,11.4,2016-06-27
,5/27 Invermay Gr,Rosanna,LesteMetrop,3540.0,apartamento,2,1.0,1.0,203.0,,11.4,2016-06-27
,37 Jones Cr,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-11-27
618000.0,4/32 Lower Plenty Rd,Rosanna,LesteMetrop,3540.0,apartamento,2,1.0,1.0,151.0,96.0,11.4,2016-11-27
1720000.0,14 Milford Gr,Rosanna,LesteMetrop,3540.0,casa,4,4.0,2.0,1215.0,,11.4,2016-11-27
850000.0,9 Kathleen St,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-05-28
,221 Rosanna Rd,Rosanna,LesteMetrop,3540.0,casa,2,1.0,1.0,739.0,121.0,11.4,2016-05-28
601000.0,2/237 Rosanna Rd,Rosanna,LesteMetrop,3540.0,apartamento,3,2.0,1.0,217.0,142.0,11.4,2016-05-28
852000.0,20 Finlayson St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,1.0,776.0,,11.4,2016-08-28
452000.0,6/3 Prospect Rd,Rosanna,LesteMetrop,3540.0,apartamento,2,1.0,1.0,0.0,,11.4,2016-08-28
900000.0,3/8 Prospect Rd,Rosanna,LesteMetrop,3540.0,t,3,,,,,11.4,2016-08-28
810000.0,41 Stanton Cr,Rosanna,LesteMetrop,3540.0,casa,2,,,,,11.4,2016-08-28
,44 Bellevue Av,Rosanna,LesteMetrop,3540.0,casa,3,,,,,11.4,2016-07-30
1021000.0,7 Douglas St,Rosanna,LesteMetrop,3540.0,casa,4,2.0,2.0,782.0,,11.4,2016-07-30
710000.0,3/25 Ellesmere Pde,Rosanna,LesteMetrop,3540.0,t,3,1.0,1.0,174.0,,11.4,2016-07-30
,1/35 Millicent St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,216.0,108.0,11.4,2016-07-30
990000.0,3/165 Mountain View Pde,Rosanna,LesteMetrop,3540.0,t,3,2.0,2.0,276.0,,11.4,2016-07-30
908000.0,23 Silk St,Rosanna,LesteMetrop,3540.0,casa,3,1.0,2.0,692.0,125.0,11.4,2016-07-30
1145000.0,56 Hamilton St,Seddon,OesteMetrop,2417.0,casa,3,1.0,1.0,350.0,116.0,6.6,2016-09-03
,38 Lily St,Seddon,OesteMetrop,2417.0,casa,3,3.0,2.0,227.0,211.0,6.6,2016-12-03
970000.0,14 Pole St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,137.0,98.0,6.6,2016-12-03
1325000.0,38 Lily St,Seddon,OesteMetrop,2417.0,casa,3,3.0,2.0,227.0,211.0,6.6,2016-06-04
450000.0,24/294 Nicholson St,Seddon,OesteMetrop,2417.0,apartamento,2,1.0,2.0,0.0,65.0,6.6,2016-08-06
,13 Pentland Pde,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,228.0,120.0,6.6,2016-11-07
1330000.0,58 Station Rd,Seddon,OesteMetrop,2417.0,casa,3,3.0,2.0,168.0,187.0,6.6,2016-11-07
1075000.0,44 Alexander St,Seddon,OesteMetrop,2417.0,casa,3,2.0,1.0,306.0,140.0,6.6,2016-10-08
937500.0,50 Hyde St,Seddon,OesteMetrop,2417.0,casa,3,2.0,2.0,409.0,,6.6,2016-10-08
1350000.0,38 Lily St,Seddon,OesteMetrop,2417.0,casa,3,3.0,2.0,227.0,211.0,6.6,2016-10-08
,6 James St,Seddon,OesteMetrop,2417.0,casa,3,2.0,2.0,255.0,143.0,6.6,2016-12-10
1201000.0,15 Pentland Pde,Seddon,OesteMetrop,2417.0,casa,4,2.0,1.0,299.0,158.0,6.6,2016-12-10
990000.0,61 Station Rd,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,371.0,134.0,6.6,2016-11-12
,10 Edward St,Seddon,OesteMetrop,2417.0,casa,4,3.0,1.0,375.0,,6.6,2016-05-14
720000.0,1/26 emma St,Seddon,OesteMetrop,2417.0,t,2,1.0,1.0,126.0,127.0,6.6,2016-05-14
,12/117 Albert St,Seddon,OesteMetrop,2417.0,apartamento,2,1.0,1.0,0.0,99.0,6.6,2016-10-15
780000.0,5 Henry St,Seddon,OesteMetrop,2417.0,casa,2,1.0,1.0,176.0,,6.6,2016-10-15
880000.0,64 Pilgrim St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,216.0,125.0,6.6,2016-10-15
920000.0,38 Alfred St,Seddon,OesteMetrop,2417.0,casa,3,2.0,2.0,0.0,132.0,6.6,2016-04-16
1395000.0,11 Hotham St,Seddon,OesteMetrop,2417.0,casa,3,1.0,2.0,467.0,155.0,6.6,2016-04-16
965000.0,16 Margaret St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,217.0,104.0,6.6,2016-04-16
920000.0,258 Nicholson St,Seddon,OesteMetrop,2417.0,casa,3,2.0,1.0,309.0,149.0,6.6,2016-07-16
1001000.0,24 Perry St,Seddon,OesteMetrop,2417.0,casa,3,1.0,1.0,256.0,,6.6,2016-07-16
755000.0,2 Skipper La,Seddon,OesteMetrop,2417.0,t,2,2.0,1.0,97.0,,6.6,2016-07-16
875000.0,70 Station Rd,Seddon,OesteMetrop,2417.0,casa,3,2.0,2.0,193.0,154.0,6.6,2016-07-16
822500.0,5 Williamstown Rd,Seddon,OesteMetrop,2417.0,casa,2,2.0,1.0,228.0,111.0,6.6,2016-09-17
990000.0,52 Alexander St,Seddon,OesteMetrop,2417.0,casa,2,1.0,2.0,306.0,,6.6,2017-03-18
1080000.0,22 Alfred St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,234.0,111.0,6.6,2017-03-18
,72 Pilgrim St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,215.0,,6.6,2017-03-18
1126000.0,34 Princess St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,357.0,,6.6,2017-03-18
1025000.0,2 Seddon St,Seddon,OesteMetrop,2417.0,casa,2,1.0,0.0,248.0,,6.6,2017-03-18
1275000.0,93 Williamstown Rd,Seddon,OesteMetrop,2417.0,casa,5,3.0,1.0,386.0,218.0,6.6,2017-03-18
881000.0,20 Greig St,Seddon,OesteMetrop,2417.0,casa,3,1.0,2.0,217.0,,6.6,2016-06-18
955000.0,27 thomson St,Seddon,OesteMetrop,2417.0,casa,2,1.0,0.0,148.0,72.0,6.6,2016-11-19
1455000.0,4 webster St,Seddon,OesteMetrop,2417.0,casa,4,2.0,3.0,571.0,198.0,6.6,2016-11-19
215000.0,8/294 Nicholson St,Seddon,OesteMetrop,2417.0,apartamento,1,1.0,1.0,0.0,,6.6,2016-05-22
,302 Nicholson St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,241.0,119.0,6.6,2016-05-22
533000.0,204/2 Alexander St,Seddon,OesteMetrop,2417.0,apartamento,2,1.0,1.0,0.0,62.0,6.6,2016-08-22
1200000.0,23 Henry St,Seddon,OesteMetrop,2417.0,casa,3,1.0,1.0,374.0,,6.6,2016-08-22
,40 Hotham St,Seddon,OesteMetrop,2417.0,casa,3,1.0,2.0,247.0,145.0,6.6,2016-04-23
970000.0,32 Walter St,Seddon,OesteMetrop,2417.0,casa,4,2.0,1.0,149.0,127.0,6.6,2016-04-23
355000.0,10/117 Albert St,Seddon,OesteMetrop,2417.0,apartamento,2,1.0,1.0,0.0,71.0,6.6,2016-09-24
,1 Bilston St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,190.0,,6.6,2017-02-25
1032000.0,54 Charles St,Seddon,OesteMetrop,2417.0,casa,3,1.0,0.0,224.0,136.0,6.6,2017-02-25
887000.0,8 Perry St,Seddon,OesteMetrop,2417.0,casa,2,1.0,1.0,170.0,,6.6,2016-07-26
,195 Pilgrim St,Seddon,OesteMetrop,2417.0,casa,2,1.0,0.0,126.0,78.0,6.6,2016-06-27
965000.0,3 South St,Seddon,OesteMetrop,2417.0,casa,3,1.0,1.0,283.0,,6.6,2016-06-27
645000.0,4/185 Buckley St,Seddon,OesteMetrop,2417.0,apartamento,2,,,,,6.6,2016-11-27
822000.0,89 Pilgrim St,Seddon,OesteMetrop,2417.0,casa,3,,,,,6.6,2016-05-28
920000.0,6 Staff St,Seddon,OesteMetrop,2417.0,casa,4,1.0,0.0,274.0,,6.6,2016-05-28
1270000.0,18 William St,Seddon,OesteMetrop,2417.0,casa,4,1.0,1.0,352.0,150.0,6.6,2016-05-28
1310000.0,28 Lily St,Seddon,OesteMetrop,2417.0,casa,3,2.0,1.0,229.0,,6.6,2016-08-28
815000.0,80 Gamon St,Seddon,OesteMetrop,2417.0,casa,2,1.0,0.0,172.0,81.0,6.6,2016-07-30
701000.0,278 Nicholson St,Seddon,OesteMetrop,2417.0,casa,2,1.0,0.0,164.0,,6.6,2016-07-30
593000.0,806/50 Albert Rd,South Melbourne,SulMetrop,5943.0,apartamento,2,2.0,1.0,0.0,83.0,2.1,2016-09-03
2000000.0,11 Howe Cr,South Melbourne,SulMetrop,5943.0,casa,4,,,,,2.1,2016-09-03
1600000.0,157 Napier St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,1.0,88.0,93.0,2.1,2016-09-03
,32 Bridport St,South Melbourne,SulMetrop,5943.0,casa,2,1.0,0.0,112.0,,2.1,2016-12-03
920500.0,18 Cobden St,South Melbourne,SulMetrop,5943.0,casa,2,1.0,0.0,114.0,,2.1,2016-12-03
1620000.0,396 Dorcas St,South Melbourne,SulMetrop,5943.0,casa,4,2.0,0.0,163.0,153.0,2.1,2016-12-03
1002000.0,218 Ferrars St,South Melbourne,SulMetrop,5943.0,casa,1,1.0,0.0,84.0,,2.1,2016-12-03
1355000.0,294 Moray St,South Melbourne,SulMetrop,5943.0,casa,2,1.0,0.0,101.0,,2.1,2016-12-03
,194 Napier St,South Melbourne,SulMetrop,5943.0,casa,4,1.0,1.0,165.0,169.0,2.1,2016-12-03
1270000.0,25 Mountain St,South Melbourne,SulMetrop,5943.0,casa,3,1.0,0.0,149.0,104.0,2.1,2017-03-04
,168 Napier St,South Melbourne,SulMetrop,5943.0,casa,3,1.0,0.0,128.0,141.0,2.1,2017-03-04
2633000.0,38 Tribe St,South Melbourne,SulMetrop,5943.0,casa,3,1.0,0.0,276.0,119.0,2.1,2017-03-04
1405000.0,144 Cobden St,South Melbourne,SulMetrop,5943.0,casa,3,1.0,1.0,181.0,117.0,2.1,2016-06-04
,616/22 Dorcas St,South Melbourne,SulMetrop,5943.0,apartamento,1,,,,,2.1,2016-06-04
575000.0,16/63 Dorcas St,South Melbourne,SulMetrop,5943.0,apartamento,2,2.0,1.0,0.0,,2.1,2016-06-04
760500.0,3 Park Pl,South Melbourne,SulMetrop,5943.0,apartamento,1,0.0,0.0,438.0,,2.1,2016-06-04
2260000.0,352 Moray St,South Melbourne,SulMetrop,5943.0,casa,4,3.0,0.0,190.0,232.0,2.1,2016-05-07
1150000.0,33 Mountain St,South Melbourne,SulMetrop,5943.0,casa,2,1.0,0.0,113.0,,2.1,2016-05-07
1595000.0,72 Smith St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,0.0,171.0,126.0,2.1,2016-05-07
595000.0,13/182 Albert Rd,South Melbourne,SulMetrop,5943.0,apartamento,2,1.0,1.0,0.0,76.0,2.1,2016-11-07
490000.0,1901/50 Albert Rd,South Melbourne,SulMetrop,5943.0,apartamento,2,1.0,1.0,0.0,56.0,2.1,2016-11-07
1250000.0,247 York St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,0.0,224.0,113.0,2.1,2016-10-08
,1107/50 Albert Rd,South Melbourne,SulMetrop,5943.0,apartamento,1,1.0,0.0,0.0,,2.1,2016-09-10
862000.0,126/69 Dorcas St,South Melbourne,SulMetrop,5943.0,apartamento,3,2.0,2.0,0.0,,2.1,2016-09-10
2250000.0,13 Church St,South Melbourne,SulMetrop,5943.0,casa,3,,,,,2.1,2016-12-10
320000.0,912/22 Dorcas St,South Melbourne,SulMetrop,5943.0,apartamento,1,,,,,2.1,2016-12-10
2180000.0,315 Moray St,South Melbourne,SulMetrop,5943.0,casa,4,3.0,1.0,200.0,153.0,2.1,2016-12-10
930000.0,22A Cobden St,South Melbourne,SulMetrop,5943.0,casa,2,1.0,0.0,115.0,76.0,2.1,2017-02-11
600000.0,119 Park St,South Melbourne,SulMetrop,5943.0,apartamento,2,1.0,1.0,0.0,,2.1,2016-11-12
1200000.0,25 Cobden St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,0.0,113.0,120.0,2.1,2016-08-13
,338 Dorcas St,South Melbourne,SulMetrop,5943.0,casa,2,1.0,0.0,80.0,,2.1,2016-08-13
,35 Lyell St,South Melbourne,SulMetrop,5943.0,casa,3,1.0,1.0,156.0,99.0,2.1,2016-05-14
612000.0,54b Napier St,South Melbourne,SulMetrop,5943.0,apartamento,2,1.0,1.0,0.0,,2.1,2016-05-14
1350000.0,7 Emerald Wy,South Melbourne,SulMetrop,5943.0,casa,3,,,,,2.1,2016-10-15
,23 Mountain St,South Melbourne,SulMetrop,5943.0,casa,4,3.0,1.0,222.0,,2.1,2016-10-15
380000.0,6b Napier St,South Melbourne,SulMetrop,5943.0,apartamento,1,1.0,1.0,0.0,,2.1,2016-10-15
1026000.0,114 Palmerston Cr,South Melbourne,SulMetrop,5943.0,casa,2,,,,,2.1,2016-10-15
2000000.0,16 Tribe St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,1.0,161.0,141.0,2.1,2016-10-15
1500000.0,14/182 Albert Rd,South Melbourne,SulMetrop,5943.0,apartamento,2,2.0,2.0,0.0,,2.1,2016-04-16
2000000.0,50 Bridport St,South Melbourne,SulMetrop,5943.0,casa,2,2.0,1.0,141.0,150.0,2.1,2016-04-16
692000.0,40a Napier St,South Melbourne,SulMetrop,5943.0,apartamento,2,,,,,2.1,2016-04-16
1050000.0,203/196 Albert Rd,South Melbourne,SulMetrop,5943.0,apartamento,2,2.0,2.0,0.0,122.0,2.1,2016-09-17
1100000.0,481 City Rd,South Melbourne,SulMetrop,5943.0,casa,2,1.0,2.0,185.0,,2.1,2016-09-17
1250000.0,24 Lyell St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,1.0,108.0,125.0,2.1,2016-09-17
1650000.0,248 Montague St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,0.0,204.0,195.0,2.1,2016-09-17
,406/196 Albert Rd,South Melbourne,SulMetrop,5943.0,casa,2,2.0,1.0,892.0,,2.1,2017-03-18
,1111/338 Kings Wy,South Melbourne,SulMetrop,5943.0,apartamento,2,,,,,2.1,2017-03-18
770000.0,58C Napier St,South Melbourne,SulMetrop,5943.0,casa,3,2.0,1.0,2325.0,,2.1,2017-03-18
561000.0,1009/148 Wells St,South Melbourne,SulMetrop,5943.0,apartamento,2,1.0,1.0,0.0,78.0,2.1,2017-03-18
1825000.0,296 Albert Rd,South Melbourne,SulMetrop,5943.0,casa,3,2.0,2.0,151.0,153.0,2.1,2016-06-18
1200000.0,48 Glover St,South Melbourne,SulMetrop,5943.0,casa,2,2.0,1.0,131.0,79.0,2.1,2016-06-18
1550000.0,301/142 Park St,South Melbourne,SulMetrop,5943.0,apartamento,3,4.0,2.0,0.0,230.0,2.1,2016-06-18
891000.0,93A Eastern Rd,South Melbourne,SulMetrop,5943.0,casa,3,2.0,1.0,0.0,,2.1,2016-11-19
1450000.0,8 Fitzpatrick St,South Melbourne,SulMetrop,5943.0,t,3,2.0,1.0,146.0,,2.1,2016-11-19
